answer,question,is_labeled,question_similaries
"Bệnh lao vú là một thể lao ngoài phổi hiếm gặp, do vi khuẩn lao xâm nhập và gây sinh sôi ở mô tuyến vú. Bệnh thường gặp ở phụ nữ trong độ tuổi sinh đẻ, khoảng từ 19-45 tuổi và phụ nữ đang cho con bú vì giai đoạn này mô tuyến vú phát triển nhanh chóng là điều kiện thuận lợi cho vi khuẩn. Trường hợp nam giới mắc lao vú cũng được ghi nhận, nhưng với tỷ lệ rất thấp khoảng 4%.  Bệnh thường chỉ gặp một bên vú, vú trái vú phải gặp với tỷ lệ ngang nhau. Ở Việt Nam, ghi nhận được khoảng 30 trường hợp bệnh.
Ashey Cooper là người đầu tiên phát hiện ra lao vú vào năm 1829 tại Anh. Đến năm 1952, Mckeown và Wikinson mô tả bệnh lao vú gồm hai thể:
1. Lao vú nguyên phát: đây là thể bệnh hiếm gặp, vi khuẩn xâm nhập trực tiếp vào mô tuyến vú qua các vết trầy xước da hay qua các ống dẫn sữa. Nhiễm trùng tại vú do trầy xước da hay qua ống dẫn sữa.
2. Lao vú thứ phát: thể bệnh này phổ biến hơn, trong đó bệnh xuất phát từ các tổn thương lao ở những cơ quan khác trong cơ thể như lao phổi, lao cột sống... Theo đường máu hoặc bạch huyết đến vú.
Bệnh lao vú tuy không phổ biến nhưng cần được chẩn đoán đúng, giúp giảm thiểu tỷ lệ các can thiệp không chính xác như cắt bỏ vú, phẫu thuật phá đường dò hoặc điều trị nhầm theo hướng viêm vú do các vi khuẩn thông thường, tăng tỷ lệ vi khuẩn kháng thuốc, tăng chi phí điều trị không hiệu quả.",Tổng quan bệnh Lao vú,1,"['Bệnh lao vú là gì', 'Bệnh lao vú']"
"Trực khuẩn lao Mycobacterium tuberculosis  là nguyên nhân gây bệnh lao vú. Đây là trực khuẩn kháng acid vì nó vẫn giữ màu nhuộm sau khi rửa qua dung dịch acid. Vi khuẩn lao là vi khuẩn hiếu khí, cần nhiều oxy để phát triển. Các chất tẩy rửa yếu không tiêu diệt được vi khuẩn lao.",Nguyên nhân bệnh Lao vú,1,"['Vì sao bị bệnh lao vú', 'Nguyên nhân bệnh lao vú là gì']"
"Triệu chứng bệnh lao vú bao gồm các biểu hiện toàn thân và các biểu hiện ngay tại vú bị bệnh, bao gồm:
1. Sốt, thường là sốt nhẹ, ớn lạnh, thường sốt về chiều tối.
2. Mệt mỏi, ăn uống không ngon miệng, sụt cân.
3. Nổi hạch ở các vùng lân cận như hạch nách, hạch cổ.
4. Đau vú, đau nhiều hơn khi sờ hay khi mặc áo bó sát.
5. Da vùng vú có thể bị viêm loét, có lỗ dò chảy mủ ra bên ngoài.
	
	
	Sờ thấy khối u ở vú, thấy xơ cứng hoặc mềm nên dễ chẩn đoán nhầm thành áp xe vú do các loại vi khuẩn thông thường khác. Trong trường hợp này các triệu chứng sẽ không thuyên giảm nếu điều trị bệnh với các kháng sinh tiêu diệt các vi khuẩn thông thường khác.
	


Nếu người bệnh lao vú cùng lúc mắc phải lao phổi hoặc các thể lao ngoài phổi khác thì các triệu chứng lâm sàng có thể bao gồm cả ho kéo dài, khạc đàm, …",Triệu chứng bệnh Lao vú,1,"['Biểu hiện của bệnh lao vú', 'Bệnh lao vú có triệu chứng như nào ', 'Bệnh lao vú có biểu hiện như nào']"
"Người mắc bệnh lao vú có thể qua các đường lây truyền sau:
1. Theo đường máu: vi khuẩn lao xâm nhập vào phổi qua đường hô hấp, sau đó theo đường máu tới gây bệnh ở vú.
2. Theo đường bạch huyết: vi khuẩn lao từ các ổ bệnh như lao hạch, lao phổi màng phổi theo đường bạch huyết đến mô tuyến vú gây bệnh.
3. Theo đường trực tiếp: vi khuẩn lao xâm nhập mô vú trực tiếp thông qua các vết thươg ở da hoặc các lỗ đổ của ống sữa ở đầu núm vú.
Như vậy, vi khuẩn lao có thể di chuyển từ cơ quan này đến cơ quan khác trong cơ thể, có nghĩa là một bệnh nhân bị lao vú cũng có thể bị cá thể lao khác sau đó như lao phổi, màng phổi.",Đường lây truyền bệnh Lao vú,1,['Bệnh lao vú lây truyền qua đường nào']
"1. Sống trong vùng lưu hành của bệnh lao
2. Tiếp xúc gần gũi, thân mật, lâu dài với người bị lao
3. Tiền sử bản thân đã từng mắc lao
4. Phụ nữ đang trong thời gian cho con bú, tuyến vú phát triển
5. Ăn uống kém, suy dinh dưỡng
6. Sức đề kháng của cơ thể bị suy giảm.",Nguy cơ mắc bệnh lao vú,1,['Các trường hợp có nguy cơ mắc bệnh lao vú']
"Loét tá tràng xảy ra ở phần trên của ruột non được gọi là loét hành tá tràng. Nguyên nhân phổ biến nhất của loét hành tá tràng là nhiễm vi khuẩn Helicobacter pylori (H. pylori), sử dụng lâu dài thuốc aspirin và thuốc chống viêm không steroid (NSAID). Căng thẳng và thức ăn cay không gây loét dạ dày nhưng chúng có thể làm cho các triệu chứng của người bệnh nặng hơn.",Tổng quan bệnh Loét hành tá tràng,1,"['Bệnh loét hành tá tràng', 'Loét hành tá tràng là gì', 'Bệnh loét hành tá tràng là gì']"
"Dạ dày tạo ra một loại axit mạnh giết chết vi trùng và giúp tiêu hóa thức ăn. Để bảo vệ bản thân trước axit này, các tế bào của dạ dày và tá tràng tạo ra lớp bảo vệ chất nhầy. Nếu lớp bảo vệ này bị hư hại, vết loét có thể hình thành. Nguyên nhân chính gây ra do nhiễm vi khuẩn Helicobacter pylori hay H. pylori. Vi khuẩn có thể làm cho niêm mạc tá tràng của người bệnh bị viêm và loét có thể hình thành.

Một số loại thuốc cũng có thể gây loét tá tràng, đặc biệt là các thuốc chống viêm như ibuprofen và aspirin. Hiếm khi, các loại thuốc hoặc bệnh khác có thể gây loét.

Có thể người bệnh dễ bị loét tá tràng nếu bạn hút thuốc, uống nhiều rượu hoặc bị căng thẳng, nhưng những điều này ít quan trọng hơn so với nhiễm H. pylori.",Nguyên nhân bệnh Loét hành tá tràng,1,"['Vì sao bị bệnh loét hành tá tràng', 'Nguyên nhân gây bệnh loét hàng tá tràng']"
"Nếu bị loét hành tá tràng, người bệnh có thể có các triệu chứng như sau:
1. Đau dạ dày hoặc bụng
2. Khó tiêu
3. Cảm thấy no và đầy hơi sau khi ăn
4. Cảm thấy mệt mỏi
5. Sút cân
Rất hiếm khi, loét có thể gây ra các biến chứng nghiêm trọng. Nếu bị đau nhói ở bụng mà không hết hoặc chất nôn hoặc phân có máu hoặc màu đen, người bệnh hãy đến thẳng khoa cấp cứu gần nhất.

Biến chứng loét hành tá tràng
Nếu loét hành tá tràng không được điều trị có thể dẫn đến:
Chảy máu trong. Chảy máu có thể xảy ra do mất máu tiến triển từ từ dẫn đến thiếu máu hoặc mất máu nghiêm trọng dẫn tới phải nhập viện hoặc truyền máu. Mất máu nghiêm trọng có thể do nôn ra máu hoặc đi ngoài phân đen hoặc có máu.
Nhiễm trùng. Loét hành tá tràng có thể tạo lỗ xuyên qua thủng ruột non khiến người bệnh có nguy cơ bị nhiễm trùng nghiêm trọng khoang bụng dẫn tới viêm phúc mạc. 
Cản trở. Loét hành tá tràng có thể chặn đường đi qua thức ăn qua đường tiêu hóa, khiến người bệnh dễ bị đầy hơi, nôn mửa và giảm cân do sưng hoặc viêm do sẹo.",Triệu chứng bệnh Loét hành tá tràng,1,"['Các biểu hiện của bệnh loét hành tá tràng', 'Bị bệnh loét hành tá tràng có triệu chứng như nào', 'Bệnh loét hàng tá tràng có biểu hiện như nào']"
"Lây qua đường Miệng – Miệng:  Vi khuẩn Helicobacter pylori được tìm thấy trong nước bọt, cao răng, khoang miệng của người bệnh, do đó chúng có thể lây từ người này qua người khác khi dùng chung đồ vệ sinh cá nhân, răng miệng, dùng chung bát đũa, muỗng, hôn trực tiếp, mẹ nhai mớm cơm cho con. Trẻ bị nhiễm vi khuẩn Helicobacter pylori  có thể lây cho nhau.
Lây qua đường Phân – Miệng: vi khuẩn Helicobacter pylori  có trong phân của người bệnh nên có thể lây nhiễm khi vệ sinh tay không sạch sẽ khi đi tiêu và trước khi ăn, hoặc có thể nhiễm qua trung gian, côn trùng như ruồi, gián, chuột.. nếu không đậy kỹ thức ăn.
Dạ dày – Miệng : Nếu người có vi khuẩn Helicobacter pylori  trong dạ dày thì khi bị trào ngược hoặc ợ chua có thể đẩy vi khuẩn lên trên miệng cùng với dịch dạ dày.
Dạ dày – Dạ dày : Đây là đường lây nhiễm này rất quan trọng bởi nó lây nhiễm trong quá trình người bệnh làm nội soi tại các cơ sở y tế. Khi nội soi dạ dày các bệnh nhân có vi khuẩn Helicobacter pylori , nếu vệ sinh đầu dò không đủ sạch, vi khuẩn Helicobacter pylori  có thể nhiễm sang người không mang Helicobacter pylori.",Đường lây truyền bệnh Loét hành tá tràng,1,"['Bệnh loét hành tá tràng lây truyền qua đâu', 'Bệnh loét hành tá tràng lây truyền như thế nào']"
"Chúng ta không thể loại bỏ hoàn toàn nguy cơ phát triển loét hành tá tràng, nhưng có những điều sau có thể làm để giảm nguy cơ và ngăn ngừa bệnh:
Giảm liều lượng thuốc chống viêm không steroid hoặc chuyển sang một loại thuốc khác nếu dùng thuốc chống viêm không steroid thường xuyên. Khi dùng thuốc chống viêm không steroid, hãy dùng trong bữa ăn hoặc uống cùng thuốc bảo vệ niêm mạc dạ dày.
Tránh hút thuốc lá, vì hút thuốc lá có thể làm chậm quá trình lành vết thương và tăng nguy cơ ung thư đường tiêu hóa.
Nếu được chẩn đoán có nhiễm vi khuẩn H. pylori, hãy uống tất cả các loại thuốc kháng sinh đã được kê đơn.
Tăng hoạt động thể chất. Tập thể dục thường xuyên có thể kích hoạt hệ thống miễn dịch và làm giúp giảm tình trạng viêm ở hành tá tràng.
Rửa tay sau khi sử dụng phòng tắm và trước khi chuẩn bị hoặc ăn thức ăn.
Tránh thức ăn hoặc nước không sạch.
Không ăn bất cứ thứ gì khi chưa được nấu chín kỹ.
Tránh thức ăn được phục vụ bởi những người đầu bếp chưa rửa tay.",Phòng ngừa bệnh Loét hành tá tràng,1,"['Cách phòng ngừa bệnh loét hành tá tràng', 'Làm thế nào để phòng ngừa bệnh loét hành tá tràng']"
"Phẫu thuật lỗ tiểu đóng thấp

Điều trị chủ yếu của dị tật lỗ tiểu đóng thấp là phẫu thuật. Bác sĩ thực hiện kỹ thuật này phải là người có kinh nghiệm trong lĩnh vực điều trị bệnh, nắm rõ về vi phẫu cũng như nắm bắt tâm lý của trẻ.

Trẻ mắc bệnh nên được can thiệp phẫu thuật từ 3 đến 6 tháng tuổi, và không nên phẫu thuật muộn sau 18 tháng tuổi. Điều này sẽ nâng tỷ lệ thành công của điều trị lên cũng như tránh mặc cảm cho trẻ sau này. Tuy nhiên, đối với trẻ trai có dương vật nhỏ thì được phẫu thuật trễ hơn. Phẫu thuật cũng không chống chỉ định ở người trưởng thành.

Mục đích phẫu thuật: đưa lỗ tiểu về đỉnh quy đầu, tạo hình dáng thẳng cho dương vật; tránh việc trẻ bị mặc cảm khi lớn lên; giảm thiểu nguy cơ vô sinh sau này.

Số lần phẫu thuật: Hầu hết dị tật lỗ tiểu đóng thấp được chỉnh sửa chỉ trong một lần mổ, ngoại trừ một số trường hợp nặng thì bệnh nhân cần được mổ 2 lần.

Biến chứng sau mổ: rò niệu đạo là biến chứng thường gặp nhất sau phẫu thuật điều trị dị tật lỗ tiểu thấp (10-20%). Ngoài ra bệnh nhân có thể bị hẹp niệu đạo, túi thừa niệu đạo,... sau mổ.",Các biện pháp điều trị bệnh Lỗ tiểu đóng thấp,1,"['Cách điều trị bệnh lỗ tiểu đóng thấp', 'Các phương pháp điều trị bệnh lỗ tiểu đóng thấp', 'Điều trị bệnh lỗ tiểu đóng thấp như thế nào', 'Làm thế nào để điều trị khỏi bệnh lỗ tiểu đóng thấp']"
"Bệnh lao vú tuy hiếm nhưng có thể phòng ngừa để không mắc bệnh và hạn chế các diễn tiến xấu của bệnh bằng các biện pháp sau:
1. Chế độ dinh dưỡng đầy đủ
2. Lối sống lành mạnh, thường xuyên tập luyện thể thao, tăng cường sức khỏe và sức đề kháng của cơ thể.
3. Giữ vệ sinh môi trường sống, trong lành, nhiều ánh sáng.
4. Tự khám vú để phát hiện sớm các tổn thương tại vú. Việc tự khám vú nên được thực hiện thường xuyên, ít nhất mỗi tháng một lần, sau khi sạch kinh vài ngày.
4. Giữ vệ sinh bầu ngực, mặc áo ngực thông thoáng.
5. Tiêm chủng lao đầy đủ, đặc biệt là trẻ sơ sinh theo chương trình tiêm chủng mở rộng quốc gia.",Phòng ngừa bệnh Lao vú,1,"['Cách phòng tránh bệnh lao vú', 'Phương pháp phòng ngừa bệnh lao vú', 'Các cách phòng tránh bệnh lao vú', 'Các biện pháp phòng ngừa bệnh lao vú']"
"Vì triệu chứng lâm sàng của bệnh lao vú không đặc hiệu, dễ nhầm với ung thư vú hay bệnh lý viêm vú do các vi khuẩn thông thường khác, nên các xét nghiệm cận lâm sàng và các phương tiện chẩn đoán hình ảnh đóng vai trò quan trọng trong việc chẩn đoán bệnh, trong đó bao gồm:
1. Hút dịch áp xe, soi tươi tìm trực khuẩn lao, tỷ lệ dương tính thấp
2. Nuôi cấy vi khuẩn lao, PCR lao
3. Sinh thiết mô tuyến vú bằng chọc hút kim nhỏ, làm giải phẫu bệnh tìm tổn thương nang lao điển hình
4. Xquang ngực: tìm các tổn thương lao phổi đi kèm nếu có để lấy gợi ý.
5. Siêu âm vú: mô tả các tổn thương của mô vú mặc dù không đặc hiệu. Siêu âm vú có giá trị trong việc trợ giúp làm chọc hút bằng kim nhỏ đúng vị trí tổn thương để lấy bệnh phẩm.",Các biện pháp chẩn đoán bệnh Lao vú,1,"['Chuẩn đoán bệnh lao vú', 'Các phương pháp chẩn đoán bệnh lao vú']"
"Phương pháp điều trị hiệu quả nhất của bệnh lao vú là điều trị nội khoa. Các thuốc kháng lao được chỉ định theo phác đồ tương tự lao phổi. Bệnh lao vú đáp ứng tốt với các thuốc kháng lao, và có thể điều trị khỏi bệnh hoàn toàn. Thời gian điều trị kéo dài khoảng từ 8-9 tháng.
Ngoại khoa
Các thủ thuật như rạch ổ áp xe dẫn lưu, phẫu thuật phá bỏ đường dò, bốc khối u,… hỗ trợ cũng phương pháp điều trị nội khoa giúp bệnh nhanh khỏi. Tuy nhiên, những trường hợp này thường để lại nhiều sẹo xấu, co rút da vùng vú.
Bệnh nhân cần được tái khám toàn diện hàng tháng bao gồm thăm khám lâm sàng, siêu âm vú đánh giá mức độ tổn thương mô vú, xét nghiệm chức năng gan thận phát hiện tác dụng phụ của các thuốc kháng lao.",Các biện pháp điều trị bệnh Lao vú,1,"['Điều trị bệnh lao vú', 'Các phương pháp điều trị bệnh lao vú', 'Làm thế nào để khỏi bệnh lao vú']"
"Để chẩn đoán loét hành tá tràng, bác sĩ sẽ khám và khai thác tiền sử bệnh tật, triệu chứng hiện tại. Bên cạnh đó, bác sĩ cũng sẽ chỉ định thực hiện một số xét nghiệm như sau:
1. Nội soi dạ dày hành tá tràng bằng cách sử dụng một ống mỏng có gắn camera ở phía đầu để nhìn trực tiếp vào bên trong dạ dày và tá tràng của người bệnh.
2. Xét nghiệm máu, mẫu phân hoặc xét nghiệm hơi thở để tìm hiểu xem người bệnh có nhiễm vi khuẩn H. pylori hay không.
3. Nếu được chỉ định nội soi dạ dày hành tá tràng, bác sĩ có thể lấy một mẫu mô đưa đi sinh thiết để kiểm tra xem người bệnh có nhiễm vi khuẩn H. pylori hay không.",Các biện pháp chẩn đoán bệnh Loét hành tá tràng,1,"['Chẩn đoán bệnh loét hành tá tràng', 'Phương pháp chẩn đoán bệnh loét hành tá tràng', 'Các cách chẩn đoán bệnh loét hành tá tràng']"
"Nếu vết loét hành tá tràng là do vi khuẩn H pylori gây ra, phương pháp điều trị thông thường là 'triple therapy' nghĩa là người bệnh sẽ cần dùng 2 loại kháng sinh để tiêu diệt vi khuẩn và một loại thuốc làm giảm lượng axit do dạ dày tạo ra.

Nếu không bị nhiễm H. pylori và người bệnh đang sử dụng thuốc chống viêm thì người bệnh sẽ cần phải ngừng sử dụng chúng (nếu có thể) và bắt đầu dùng thuốc để giảm sản xuất axit ở dạ dày.

Uống thuốc kháng axit, uống ít rượu và bỏ hút thuốc nếu bạn hút thuốc cũng có thể giúp ích.",Các biện pháp điều trị bệnh Loét hành tá tràng,1,"['Điều trị bệnh loét hành tá tràng', 'Phương pháp điều trị bệnh loét hành tá tràng', 'Phương pháp chữa trị bệnh loét hành tá tràng']"
"Lao kê là dạng bệnh lao lan tỏa khắp cơ thể người và tạo các tổn thương kích thước nhỏ (1–5mm). Trên phim chụp X-quang ngực của người bệnh lao kê có hình ảnh nhiều đốm nhỏ rải rác khắp phế trường giống như các hạt kê rất đặc trưng, do đó có thuật ngữ lao ""kê"". Lao kê có thể lan tỏa đến bất kì cơ quan nào, trong đó có phổi, gan và lách. 

Bệnh lao kê có nguy hiểm không?

Có khoảng 2% người bị lao kê trong tổng số người bị bệnh lao và chiếm tới 20% tổng số ca lao phổi.

Lao kê là một bệnh lao đường máu nên rất nặng. Khi có tổn thương ở nhiều bộ phận, nếu không được điều trị tốt và chăm sóc cẩn thận, tỷ lệ người bệnh tử vong rất cao.",Tổng quan bệnh Lao kê,1,"['Bệnh lao kê', 'Bệnh lao kê là gì', 'Lao kê là gì']"
