answer,question,is_labeled,question_similaries
"Triệu chứng lâm sàng của bệnh viêm lồi cầu ngoài xương cánh tay bao gồm:
Đau: đây là triệu chứng mà hầu hết bệnh nhân phải đối mặt. Đau xuất hiện ở vùng lồi cầu ngoài xương cánh tay do tổn thương viêm hoặc đứt gân cơ, đôi khi lan rộng xuống cẳng tay và cổ tay. Người bệnh cảm giác đau ngay cả khi nghỉ ngơi và tăng đau khi thực hiện các động tác duỗi cổ tay, cẳng tay, nâng vác vật nặng. Khi thăm khám, phát hiện điểm đau chói ở vùng lồi cầu hoặc cạnh lồi cầu.
Hạn chế vận động: là hậu quả của triệu chứng đau, các động tác duỗi, ngửa bàn tay và cầm nắm đồ vật bị hạn chế. Thậm chí các động tác cơ bản hằng ngày như cầm viết, đánh răng cũng bị cản trở.
Tê rần, hoặc ngứa, nóng ran ở vùng khuỷu tay, lan lên cánh tay hoặc xuống tận các ngón tay.
Các triệu chứng đa phần sẽ tiến triển từ từ, kéo dài trong nhiều tháng.
",Triệu chứng bệnh Viêm lồi cầu ngoài xương cánh tay là gì ?,1,"['Bệnh Viêm lồi ngoài xương cánh tay hạn chế những loại vận động nào ?', 'Triệu chứng phổ biến nhất của bệnh Viêm lồi cầu ngoài xương cánh tay là gì ?']"
Viêm lồi cầu ngoài xương cánh tay không lây truyền từ người bệnh sang người lành.,Đường lây truyền bệnh Viêm lồi cầu ngoài xương cánh tay,1,['Viêm lồi cầu ngoài xương cánh tay có lây truyền được không ?']
"Những người có các đặc điểm sau đây có khả năng mắc bệnh viêm lồi cầu ngoài xương cánh tay cao hơn những người khác:
Yếu tố nghề nghiệp: làm các công việc phải sử dụng tay nhiều, lặp đi lặp lại các động tác bằng tay như nhạc công , thợ mộc, công nhân, vận động viên cầu lông, bóng chuyền, tennis, golf, ngư dân, …
Gặp phải các lỗi kỹ thuật khi thi đấu thể thao.
Tuy nhiên những yếu tố nguy cơ kể trên chỉ mang tính chất phổ biến. Những người không có các đặc điểm này vẫn có khả năng mắc hội chứng tennis elbow.
",Đối tượng nào có nguy cơ cao mắc bệnh Viêm lồi cầu ngoài xương cánh tay ?,1,"['Nghề nghiệp nào có liên quan đến bệnh Viêm lồi cầu ngoài xương cánh tay ?', 'Những yếu tố nào làm tăng nguy cơ mắc bệnh Viêm lồi cầu ngoài xương cánh tay ?']"
"Các biện pháp giúp phòng tránh bệnh viêm lồi cầu xương cánh tay bao gồm:
Không thực hiện các động tác quá tầm hay vận động các cơ duỗi quá đột ngột.
Khi chơi tennis, cần lựa chọn những chiếc vợt phù hợp về kích thước và sức cầm của tay. Điều chỉnh lực căng của vợt cho thích hợp.
Trước khi chơi thể thao cần khởi động kỹ, đặc biệt không được quên nhóm các động tác giúp giãn cơ vùng khuỷu.
Tập chơi theo cách chuyên nghiệp, tuân thủ các nguyên tắc cơ bản của từng môn thể thao.
Thực hiện đúng các động tác khi tập luyện.
Nên mang băng bảo vệ tay khi chơi.
Cần có thời gian nghỉ giữa giờ để các cơ được nghỉ ngơi, tránh hoạt động lặp đi lặp lại nhiều lần.
Tập luyện các bài tập rèn luyện sức cơ của nhóm cơ vùng khuỷu tay.
",Phòng ngừa bệnh Viêm lồi cầu ngoài xương cánh tay,1,"['Nên có lối sống sinh hoạt như thế nào để phòng ngừa bệnh Viêm lồi cầu ngoài xương cánh tay ?', 'Cần chú ý gì khi chơi thể thao để ngăn ngừa bệnh Viêm lồi cầu ngoài xương cánh tay ?']"
"Việc chẩn đoán tình trạng viêm lồi cầu ngoài xương cánh tay chủ yếu dựa vào việc khai thác bệnh sử, các yếu tố nguy cơ và các  triệu chứng lâm sàng. Các xét nghiệm cận lâm sàng và phương tiện chẩn đoán hình ảnh giúp ích vào việc chẩn đoán phân biệt với các bệnh lý khác có triệu chứng tương tự với bệnh viêm lồi cầu ngoài xương cánh tay như:
Thoái hóa khớp khuỷu
Hội chứng ống cổ tay
Viêm bao hoạt dịch khớp khuỷu tay
Bệnh lý chèn ép rễ thần kinh vùng cột sống cổ.
Rối loạn thần kinh
Xét nghiệm bilan viêm và Xquang vùng khớp khuỷu tay của bệnh nhân viêm lồi cầu ngoài xương cánh tay đều mang lại kết quả bình thường.
Siêu âm gân cơ vùng khuỷu cho hình ảnh gân cơ to hơn, giảm âm hơn bình thường. Đôi khi còn phát hiện tổn thương đứt gân một phần hay hoàn toàn, vôi hóa trong gân, tăng sinh mạch máu dưới phổ doppler.
Chụp cộng hưởng từ MRI: cho hình ảnh chi tiết hơn về các tổn thương của gân cơ, dây chằng vùng khớp khuỷu.
",Các biện pháp chẩn đoán bệnh Viêm lồi cầu ngoài xương cánh tay,1,"['Chẩn đoán bệnh Viêm lồi cầu ngoài xương cánh tay dựa vào những tiêu chuẩn gì ?', 'Những loại xét nghiệm nào phục vụ chẩn đoán bệnh Viêm lồi cầu ngoài xương cánh tay ?']"
"Điều trị viêm lồi cầu ngoài xương cánh tay không khó nhưng cần phối hợp nhiều phương pháp với nhau để mang lại hiệu quả tối ưu nhất.
Thuốc
Các loại thuốc thường được chỉ định để giúp bệnh nhân giảm đau, giảm viêm tại chỗ và giãn cơ như:
Thuốc giảm đau thông thường như paracetamol, aspirin
Thuốc chống viêm không steroid: có nhiều dạng hoạt chất với các cách dùng khác nhau bao gồm dạng gel dùng bôi ngoài da như diclofenac, profenid; dạng viên dùng theo đường uống như diclofenac, meloxicam, etoricoxib, celecoxib.
Corticosteroid: thường dùng đường tiêm tại chỗ, chỉ định khi bệnh nhân đau nhiều, đau kéo dài, không đáp ứng với thuốc giảm đau thông thường hay nhóm thuốc kháng viêm không steroid. Methylprednisolone acetat, bethamethasone là các thuốc thường được sử dụng. Khi tiêm chỉ nên tiêm một liều duy nhất, nếu muốn lặp lại cần dùng cách liều trước đó ít nhất 3 tháng. Việc tiêm trực tiếp thuốc vào nơi tổn thương có các tác dụng phụ như nhiễm trùng, teo da tại vùng tiêm, tổn thương chỗ bám của gân vùng khuỷu.
Bệnh nhân không nên tự ý sử dụng thuốc khi chưa có sự hướng dẫn của bác sĩ vì có thể gặp phải các tác dụng phụ không mong muốn, nhất là khi lạm dụng các thuốc giảm đau, kháng viêm trong thời gian dài.
Vật lý trị liệu
Chườm lạnh ở vùng tổn thương để giảm đau. Chườm lạnh trong vòng khoảng 10-15 phút, lặp lại nhiều lần trong ngày có hiệu quả trong việc giảm đau.
Không nên sử dụng các loại dầu nóng hay thuốc để tự xoa bóp, nắn chỉnh vì có thể gây viêm kéo dài, rất khó để điều trị.
Sử dụng laser lạnh, loại sóng ngắn, hay điện phân để giảm đau.	Mang các băng hỗ trợ cẳng tay trong lao động để làm giảm sự căng kéo các cơ duỗi ở khớp khuỷu.
Phẫu thuật
Chỉ định khi các phương pháp kể trên không đem lại hiệu quả hoặc bệnh tái phát quá nhiều lần. Một số cách thức phẫu thuật được áp dụng trong điều trị viêm lồi cầu ngoài xương cánh tay bao gồm:
Cắt ngắn, kéo dài, tạo hình gân cơ duỗi để ngăn các hoạt động quá tầm.
Loại bỏ các tổ chức hư hỏng của gân duỗi
Giải phóng gân duỗi khỏi mỏm lồi cầu.
Phẫu thuật có thể được tiến hành bằng nội soi với các ưu điểm như ít xâm lấn, ít đau, bảo đảm tính thẩm mỹ.
Trong quá trình điều trị, người bệnh cần lưu ý hạn chế vận động, giảm các động tác duỗi và ngửa mạnh cổ tay. Bệnh nhân tuyệt đối không được cố gắng tiếp tục chơi thể thao vì làm bệnh trở nên nghiêm trọng hơn, gây rách gân hoặc tạo thành máu bầm, hạn chế kết quả điều trị.
",Các biện pháp điều trị bệnh Viêm lồi cầu ngoài xương cánh tay,1,"['Có những nhóm thuốc nào giúp điều trị bệnh Viêm lồi cầu ngoài xương cánh tay ?', 'Người bệnh cần lưu ý gì trong quá trình điều trị bệnh Viêm lồi cầu ngoài xương cánh tay ?', 'Phẫu thuật trong bệnh Viêm lồi cầu ngoài xương cánh tay được chỉ định khi nào ?']"
"Viêm phổi bao gồm viêm phế quản phổi, viêm phổi mô kẽ, viêm phổi thuỳ. Đây đều là các tình trạng viêm đường hô hấp và nhu mô phổi, khi đó một số loại vi khuẩn và virus phát triển tạo ra mủ và chất nhầy trong phế nang, làm cho oxy không tới được hệ tuần hoàn. Điều này liên quan mật thiết đến các triệu chứng điển hình của viêm phổi.

Theo thống kê của Tổ chức Y tế thế giới (WHO), viêm phổi là nguyên nhân hàng đầu dẫn tới tử vong ở đối tượng trẻ em dưới 5 tuổi. Hàng năm, tại Việt Nam có tới 1/3 số ca trẻ em tử vong là do viêm phổi. Bệnh có thể lây nhiễm, tuy nhiên cũng có thể phòng tránh bằng một số biện pháp cụ thể.",Tổng quan bệnh Viêm phổi ở trẻ em,1,"['Viêm phổi là tình trạng gì ?', 'Bệnh Viêm phổi ở trẻ em có nguy hiểm không ?']"
"Các lứa tuổi khác nhau thường gặp phải các tác nhân gây bệnh khác nhau. Đa số trường hợp gây ra viêm phổi ở trẻ em là virus, bao gồm RSV (Respiratory Syncytial Virus), Adenovirus, Parainfluenza virus, Influenza virus. Những chủng virus này có thể lây lan nhanh theo đường hô hấp, đặc biệt là trong thời tiết thay đổi đột ngột, giao mùa, điều kiện vệ sinh môi trường không tốt. Ngoài ra cũng có những trường hợp mắc viêm phổi do vi khuẩn, thường gặp nhất là Streptococcus pneumoniae, Haemophilus influenzae,Staphylococcus aureus . Trẻ sinh non, suy dinh dưỡng, mắc các dị tật bẩm sinh đều có nguy cơ viêm phổi cao hơn các trẻ khác.",Nguyên nhân bệnh Viêm phổi ở trẻ em là gì ?,1,"['Virus nào phổ biến nhất gây ra bệnh Viêm phổi ở trẻ em ?', 'Những loại vi khuẩn thường gặp nào gây ra bệnh Viêm phổi ở trẻ em ?']"
"Cần phân biệt các triệu chứng viêm phổi với các nguyên nhân gây suy hô hấp khác như: hen, dị vật đường thở, bệnh phổi bẩm sinh, tràn dịch màng phổi, suy tim, tim bẩm sinh…Mỗi giai đoạn bệnh khác nhau cũng có những biểu hiện bệnh khác nhau:
Giai đoạn khởi phát: Xuất hiện các triệu chứng của nhiễm trùng hô hấp (sốt, ho, sổ mũi, nghẹt mũi, quấy khóc, giảm hoạt động…)
Giai đoạn toàn phát: Ho khan, ho có đờm, thở nhanh liên tục. Bệnh nặng lên khi có những dấu hiệu tím tái da và niêm mạc, rút lõm lồng ngực, phập phồng cánh mũi, co rút cơ liên sườn.
",Triệu chứng bệnh Viêm phổi ở trẻ em,1,"['Cần phân biệt triệu chứng của bệnh Viêm phổi với các bệnh nào ?', 'Giai đoạn toàn phát của bệnh Viêm phổi biểu hiện như thế nào ?', 'Giai đoạn khởi phát của bệnh Viêm phổi biểu hiện như thế nào ?']"
"Nguyên tắc chung của phòng tránh viêm phổi là giảm tiếp xúc với các tác nhân và điều kiện thuận lợi gây bệnh:
Rửa tay trước và sau khi ăn
Tránh tiếp xúc với người ốm
Không dùng chung đồ dùng sinh hoạt với người ốm
Giữ vệ sinh môi trường sống
Tiêm vắc xin phòng phế cầu
Đối với phụ nữ có thai: khám sàng lọc phát hiện dị tật bẩm sinh, theo dõi và chăm sóc sức khoẻ hợp lý, tránh các trường hợp sinh non, suy dinh dưỡng, thiếu cân.
Cần đưa trẻ đến các cơ sở y tế để chẩn đoán và điều trị kịp thời, tránh tiến triển nặng hơn dẫn đến các biến chứng nguy hiểm.
",Phòng ngừa bệnh Viêm phổi ở trẻ em,1,"['Nguyên tắc chung trong phòng tránh bệnh Viêm phổi là gì ?', 'Phòng ngừa bệnh Viêm phổi ở phụ nữ có thai như thế nào ?']"
"Các bác sĩ cần khám lâm sàng và thực hiện các xét nghiệm cận lâm sàng để chẩn đoán viêm phổi. Trong đó các dấu hiệu sốt, ho, thở nhanh, rút lõm lồng ngực là quan trọng nhất để chẩn đoán lâm sàng và xác định mức độ nặng của bệnh. Chụp X quang tim phổi thẳng là tiêu chuẩn chẩn đoán xác định viêm phổi. Ngoài ra trong một số trường hợp cần làm thêm các xét nghiệm khác như:
Cấy máu nếu nghi ngờ có nhiễm khuẩn huyết
Khí máu động mạch nếu có suy hô hấp
Huyết thanh chẩn đoán trong các trường hợp viêm phổi kéo dài cần xác định rõ nguyên nhân
Trong trường hợp bệnh nặng, có các dấu hiệu như: không uống được, tím tái, li bì, co giật, suy dinh dưỡng nặng, trẻ cần được điều trị và theo dõi nội trú tại bệnh viện.
",Các biện pháp chẩn đoán bệnh Viêm phổi ở trẻ em,1,"['Chẩn đoán bệnh Viêm phổi dựa vào những loại tiêu chuẩn gì ?', 'Những loại xét nghiệm nào giúp chẩn đoán bệnh Viêm phổi ?']"
"Các biện pháp điều trị viêm phổi khác nhau đều dựa trên nguyên tắc chung, trước hết là cần đánh giá đúng mức độ nặng nhẹ của bệnh. Sau đó cần lựa chọn kháng sinh phù hợp và đánh giá đáp ứng sau 48h điều trị.
Với các trường hợp viêm phổi nhẹ
Điều trị ngoại trú: Amoxicillin: 50mg/kg cân nặng, 2 – 3 lần/ngày, 5-7 ngày
Hoặc dùng Amoxicillin/clavulanate: 40mg/kg cân nặng/ngày, 5-7 ngày
Tái khám khi có dấu hiệu thở nhanh hoặc bệnh nặng hơn
Với các trường hợp viêm phổi nặng: cần điều trị nội trú trên cơ sở 4 nguyên tắc: hỗ trợ hô hấp, sử dụng kháng sinh, điều trị hỗ trợ khác và điều trị biến chứng.
Hỗ trợ hô hấp bằng các cho thở oxy hoặc thở áp lực dương liên tục qua mũi cần thực hiện khi trẻ có dấu hiệu suy hô hấp: tím tái, thở nhanh trên 70 lần/phút, rút lõm lồng ngực
Mặc dù đa số trường hợp viêm phổi ở trẻ em là do virus, tuy nhiên tỉ lệ bội nhiễm vi khuẩn rất cao nên kháng sinh được sử dụng thường quy trong điều trị viêm phổi và viêm phổi nặng. Các nhóm kháng sinh thường được sử dụng là Amoxicillin, Ceftriaxone, Cefotaxim
Điều trị hạ sốt, giãn phế quản, tăng cường dinh dưỡng khi cần.
Khi có các biến chứng như tràn dịch màng phổi, áp xe phổi, xẹp phổi… thì cần có các biện pháp điều trị phù hợp.
",Các biện pháp điều trị bệnh Viêm phổi ở trẻ em,1,"['Nguyên tắc chung điều trị bệnh Viêm phổi là gì ?', 'Các trường hợp Viêm phổi nhẹ được điều trị như thế nào ?', 'Có những phương pháp hỗ trợ hô hấp nào ?']"
"Viêm gân nhị đầu vai là tình trạng đau phía trước vai, đau tăng khi nâng một vật ra trước hoặc nâng lên quá đầu. Ngoài ra, cơn đau còn có thể xảy ra khi cố gập khuỷu chống lại lực đè xuống cẳng tay của người khám

Nếu có rách gân, người bệnh sẽ cảm thấy đau nhói đột ngột, có cảm giác bị “rách” phía trước vai khi vô tình nâng một vật nặng, vai có diễn tiến sưng đau và có thể bầm máu trong vài ngày, bắp tay có thể phồng lên do cơ đứt co lại phía trước cánh tay

Viêm gân nhị vai trái hay viêm gân nhị đầu vai phải đều có khả năng xảy ra, tùy thuộc vào những yếu tố tác động làm tổn thương tại những vị trí này",Tổng quan bệnh Viêm gân nhị đầu vai,1,['Viêm gân nhị đầu vai là tình trạng bệnh lý gì ?']
"Nguyên nhân viêm gân nhị đầu vai là khi gân nhị đầu bị kích thích quá nhiều dẫn tới viêm đoạn đi trong rãnh nhị đầu gây tổn thương sụn viền và gân nhị đầu, tổn thương kéo dài có thể gây đứt gân

Cơ chế chấn thương thường gặp là khớp vai xoay trong khi khuỷu tay duỗi đột ngột, thường gặp trong động tác ném bóng, nâng vật mạnh (đẩy tạ) hoặc động tác phát bóng nhanh và mạnh trong tennis

Chấn thương có thể xảy ra ngay lập tức hoặc tăng dần do bị tác động lặp đi lặp lại",Nguyên nhân bệnh Viêm gân nhị đầu vai,1,['Cơ chế chấn thương trong bệnh Viêm gân nhị đầu là gì ?']
"Triệu chứng viêm gân nhị đầu vai thường là đau liên tục, dữ dội, khu trú ở vùng phía trước vai bên trên rãnh nhị đầu, cảm giác mắc kẹt có thể đi kèm với cơn đau.
Bệnh nhân có thể có rối loạn giấc ngủ
Bệnh nhân thường cố ép gân bị viêm bằng cách xoay xương cánh tay vào trong
Viêm bao hoạt dịch thường đi kèm với viêm gân nhị đầu
Bệnh nhân viêm gân nhị đầu vai thường cảm thấy giảm dần chức năng do sự giảm tầm vận động của vai, được biểu hiện qua sự khó khăn khi làm các động tác đơn giản hằng ngày như chải tóc, cài áo ngực, với tay qua đầu khó khăn
Khi không được sử dụng liên tục thì teo cơ và cứng khớp là biến chứng có thể xảy ra
",Triệu chứng bệnh Viêm gân nhị đầu vai,1,"['Triệu chứng điển hình của bệnh Viêm gân nhị đầu vai là gì ?', 'Bệnh nhân bị Viêm gân nhị đầu vai sẽ khó khăn khi làm những công việc gì ?']"
"Viêm gân nhị đầu vai thường gặp ở những người chơi thể thao, đặc biệt là những môn thể thao sử dụng tay qua đầu nhiều như tennis, cầu lông, bóng ném, bóng rổ,…
Những người lao động, thường xuyên khuân vác những kiện hàng nặng cũng là người có nguy cơ viêm gân nhị đầu vai
",Viêm gân nhị đầu vai thường gặp ở những đối tượng nào ?,1,['Nghề nghiệp nào dễ mắc bệnh Viêm gân nhị đầu vai ?']
"Để phòng ngừa viêm gân nhị đầu vai cần thăm khám sức khỏe thường xuyên và chú ý cân bằng giữa nghỉ ngơi và làm việc
Đặc biệt hạn chế các công việc nặng áp lực lên đôi vai, các môn thể thao đòi hỏi những động tác mạnh dùng nhiều lực lên vùng vai- chính là những yếu tố nguy cơ dẫn tới viêm gân nhị đầu vai",Phòng ngừa bệnh Viêm gân nhị đầu vai như thế nào ?,1,['Cần chú ý gì khi chơi thể thao và lao động để phòng ngừa bệnh Viêm gân nhị đầu vai ?']
"Để chẩn đoán viêm gân nhị đầu vai cần dựa vào lâm sàng và cả những xét nghiệm cần thiết
Về lâm sàng:
Triệu chứng chính của người bệnh là đau tùy vào mức độ tổn thương khi vận động vai ở một số động tác, đau ê ẩm thường xuyên nếu kèm theo tình trạng viêm của gân
Đau lan xuống vùng cánh tay hoặc cẳng tay, đôi khi cảm giác đau khá mơ hồ, không rõ ràng
Bên cạnh đau là tình trạng giảm vận động do đau, bệnh nhân không thể thực hiện được những động tác mong muốn do đau hoặc bị mất lực để thực hiện động tác
Về xét nghiệm cần thiết:
Siêu âm cơ: siêu âm khớp vai là biện pháp hữu hiệu nhất để chẩn đoán và đánh giá tình trạng gân và túi hoạt dịch gân. Siêu âm còn giúp theo dõi tiến triển của tổn thương và hiệu quả điều trị
Chụp cộng hưởng từ (MRI): cho phép đánh giá tình trạng gân và bao hoạt dịch gân một cách chính xác
",Các biện pháp chẩn đoán bệnh Viêm gân nhị đầu vai,1,"['Chẩn đoán bệnh Viêm gân nhị đầu vai dựa vào những loại tiêu chuẩn gì ?', 'Những loại xét nghiệm nào giúp chẩn đoán bệnh Viêm gân nhị đầu vai ?']"
"Cách tốt nhất chữa viêm gân nhị đầu vai là nghỉ ngơi và dùng thuốc kháng viêm giảm đau. Ngoài ra, có thể dùng thêm corticoid tiêm vào rãnh nhị đầu để làm giảm tình trạng viêm cho người bệnh nhưng cần thận trọng với biến chứng đứt gân do chích nhiều lần.

Trường hợp có rách bao gân, điều trị bao gồm nghỉ ngơi hoàn toàn và mang đai treo tay khoảng 1 tuần, sau đó tập vật lý trị liệu theo hướng dẫn của bác sỹ
",Các biện pháp điều trị bệnh Viêm gân nhị đầu vai,1,"['Các tốt nhất để điều trị bệnh Viêm gân nhị đầu vai là gì ?', 'Những loại thuốc nào giúp điều trị bệnh Viêm gân nhị đầu vai ?']"
"Xương chũm là một bộ phận cấu thành của tai giữa. Xương chũm là loại xương xốp, chứa nhiều thông báo trong đó có một thông bào lớn nhất được gọi là sào bào, đây là nơi hòm tai thông với xương chũm, điều này giải thích viêm xương chũm được bắt nguồn từ viêm tai giữa không được điều trị hoặc điều trị không đúng cách, hoặc do sức đề kháng của cơ thể quá yếu trong trường hợp sau khi người mắc bệnh sởi, cúm..., trẻ suy dinh dưỡng, độc tính của vi khuẩn quá mạnh.

Viêm xương tai chũm hay còn gọi là viêm xương chũm là gì?

Viêm xương tai chũm là hiện tượng tổn thương lan vào xương chũm ở xung quanh sào bào và tai giữa. Quá trình viêm kéo dài không quá 3 tháng, khác với phản ứng xương chũm do mủ ứ đọng trong tai giữa gây nên, phản ứng xương chũm này chỉ kéo dài 5-7 ngày là khỏi. Bệnh tích chủ yếu là viêm loãng xương và viêm tắc mạch máu xương, các vách ngăn giữa các tế bào xương bị phá hủy dần, các ổ mủ tập trung lại thành túi mủ, đôi khi xương bị chết từng khối và biến thành xương mục rồi từ đây gây ra nhiều biến chứng. Viêm xương chũm có thể gặp ở người lớn và trẻ em trong đó viêm xương chũm trẻ em hay gặp hơn cả.

Bao gồm các thể chính: Viêm xương chũm cấp tính,Viêm xương chũm mạn tính.


	
	Viêm tai xương chũm cấp tính thường xuất hiện sau viêm tai giữa. Bệnh nhân bị viêm tai giữa cấp trước đó khoảng 3 tuần,  là tình trạng viêm các thông bào xương chũm trong xương thái dương. Tình trạng này luôn kèm theo một viêm tai giữa cấp tính và có thể là một bước tiến triển nặng hơn của một viêm tai giữa mạn tính.
	
	
	Viêm tai xương chũm mạn tính được xác định khi quá trình chảy mủ tai thối kéo dài trên 3 tháng. Viêm tai xương chũm cấp hay mạn tính đều có thể gây ra nhiều biến chứng nguy hiểm như viêm màng não, áp-xe não, viêm tắc tĩnh mạch trong sọ, viêm các xương xung quanh hộp sọ, liệt dây thần kinh vận động cơ mặt làm méo mặt, áp-xe cổ hay áp-xe quanh họng rất nguy hiểm, là một trong những nguyên nhân gây tử vong tại khoa cấp cứu tai mũi họng.",Tổng quan bệnh Viêm xương tai chũm,1,"['Viêm xương tai chũm là bệnh lý gì ?', 'Xương chũm là gì ?', 'Viêm xương tai chũm có những thể gì ?']"
"Các nguyên nhân gây viêm xương chũm
Viêm tai giữa không được điều trị tốt.
Biến chứng của viêm tai giữa cấp tính (các trường hợp viêm tai giữa hoại tử và ở hài nhi sức đề kháng yếu).
Biến chứng của viêm tai giữa mãn tính.
Viêm tai giữa sau các bệnh: cúm, sởi, bạch hầu và ho gà.
Bị nhiễm trùng bởi các loại vi khuẩn như Haemophilus influenza, Staphylococcus hoặc Streptococcus
",Nguyên nhân bệnh Viêm xương tai chũm,1,"['Viêm xương tai chũm có thể là hậu quả của những bệnh lý gì ?', 'Viêm tai xương chũm có thể xuất hiện sau các bệnh lý gì ?']"
"Viêm xương chũm cấp tính
Toàn thân:
Các triệu chứng sốt, đau tai, nghe kém đang giảm dần đột nhiên lại sốt cao trở lại với nhiệt độ 39-40oC, có thể có phản ứng màng não như mê sảng, co giật…
Thể trạng suy nhược, mệt mỏi, nhiễm trùng, nhiễm độc sốt cao 39- 400c
Ở trẻ em có thể thấy co giật, thóp phồng giống như viêm màng não.
Cơ năng:
Đau sâu trong tai, đau theo nhịp mạch đập là triệu chứng chính, đau tăng dữ dội, đau sâu trong tai lan ra vùng chũm và vùng thái dương, nhức đầu.
Nghe kém, nghe kém kiểu dẫn truyền thường kèm theo có ù tai và chóng mặt nhẹ.
Chảy mủ tai tăng lên hoặc ít đi do bị bít tắc dẫn lưu mủ, mủ thối.
Thực thể:
Mặt chũm thường nề đỏ, ấn vào đau.
Ấn trên bề mặt của xương chũm có phản ứng đau rõ rệt.
Mủ tai: đặc có mùi thối khẳn, có màu xanh hoặc vàng đôi khi có tia máu.
Có thể có dấu hiệu sưng phồng ở trước trên nắp bình tai, sưng phồng ở phía sau tai, vành tai bị đẩy ra phía trước, mất nếp sau tai, mủ chảy xuống vùng cổ dọc theo cơ cổ ức đòn chũm làm sưng tấy vùng cổ, quay cổ khó khăn, mủ có thể phá vỡ cả da vùng này và tạo nên những lỗ rò.
Màng nhĩ: (quan sát được sau khi lau sạch  mủ tai) nề đỏ, lỗ thủng thường sát thành ống tai xương, bờ nham nhở, đáy lỗ thủng phù nề xung huyết. Góc sau trên đôi khi bị xoá.
X-quang: Tư thế  Schiiller: các vách thông báo của các nhóm thông bào dầy, bị mờ do sự phá huỷ các nhóm tế bào xương chũm, có những đám bị mất vách biến thành các hốc rộng
Viêm xương chũm mạn tính
. Triệu chứng cơ năng: Giống như viêm tai giữa mạn tính mủ nhưng ở mức độ nặng hơn.
Chảy mủ tai thường xuyên, nhiều là triệu chứng chính. Mủ đặc mùi thối khẳn. Mủ tai thường thối hoặc thối khẳn như cóc chết - đây là dấu hiệu nguy hiểm báo cho ta biết trong tai có chứa chất cholesteatoma, có khả năng ăn mòn xương gây biến chứng nội sọ
Đau tai, đau âm ỉ đau lan ra 1/2 đầu bên bệnh. Bệnh nhân thường kêu nhức nặng đầu phía bên tai bệnh, đau âm ỉ liên tục, thỉnh thoảng lại có cơn kịch phát.
Nghe kém tăng lên rõ rệt.
Triệu chứng thực thể:
Soi tai lỗ thủng màng tai thường rộng, bờ nham nhở, sát khung xương, có thể thấy polyp ở trong hòm nhĩ hoặc thấy cholesteatoma. Có nhiều mủ thối, có thể có các mảnh trắng của cholesteatoma.
Đo sức nghe thấy sức nghe bên tại bệnh giảm, tuy nhiên mức độ thiếu hụt sức nghe phụ thuộc vào mức độ bệnh.
X-quang: Tư thế Schuller xương chũm bị mất các thông bào, hình ảnh mờ đặc xương hoặc tiêu xương (hình tròn đa vòng: nghi có cholesteatoma).
Trong một số trường hợp, viêm xương chũm có thể dẫn đến áp-xe não và các biến chứng khác liên quan đến xương sọ. Những triệu chứng của các bệnh này bao gồm đau đầu dữ dội và sưng phía sau mắt hay còn gọi là phù gai thị.
",Triệu chứng bệnh Viêm xương tai chũm biểu hiện như thế nào ?,1,"['Viêm tai xương chũm cấp tính có những triệu chứng gì ?', 'Hình ảnh bệnh Viêm tai xương chũm trên phim chụp X quang biểu hiện như thế nào ?', 'Viêm tai xương chũm mạn tính có những loại biểu hiện gì ?']"
"Những cơ thể có sức đề kháng yếu.
Viêm tai giữa sau chấn thương.
Trẻ từ 6-13 tháng tuổi
",Đối tượng nào dễ mắc bệnh Viêm tai xương chũm ?,1,['Trẻ độ tuổi nào dễ mắc bệnh Viêm tai xương chũm ?']
"Phương pháp phòng bệnh tốt nhất là không để cho tai bị viêm. Khi tai giữa bị viêm cấp tính rồi, thầy thuốc phải chích rạch màng nhĩ sớm, bảo đảm dẫn lưu tốt, dùng kháng sinh đúng quy cách.",Phòng ngừa bệnh Viêm xương tai chũm,1,"['Phương pháp phòng bệnh Viêm tai xương chũm tốt nhất là gì ?', 'Cần làm gì khi bị Viêm tai giữa cấp tính để phòng ngừa bệnh Viêm tai xương chũm ?']"
"Dựa vào các triệu chứng lâm sàng: triệu chứng bệnh thay đổi theo tuổi và giai đoạn bệnh
Cận lâm sàng
Nội soi tai mũi họng: tình trạng viêm tai giữa.
X-quang Schuller: vách thông bào dày không rõ, có chỗ thành những hốc rỗng do mất vách ngăn giữa các thông bào
CT scan xương thái dương: hình ảnh đọng dịch và mất các thông bào.
Chụp cộng hưởng từ nếu cần thiết
Công thức máu: Bạch cầu/máu tăng do tình trạng nhiễm trùng, tăng tỉ lệ trung tính.
",Các biện pháp chẩn đoán bệnh Viêm xương tai chũm,1,"['Chẩn đoán bệnh Viêm tai xương chũm dựa vào những tiêu chuẩn gì ?', 'Có những biện pháp cận lâm sàng nào giúp chẩn đoán bệnh Viêm tai xương chũm ?']"
