answer,question,is_labeled,question_similaries
"Không có biện pháp nào có thể ngăn chặn sự phát triển của bệnh tế bào thần kinh vận động.
Tuy nhiên, theo nhiều nghiên cứu cho thấy chế độ ăn nhiều trái cây có màu tươi sáng (màu vàng, đỏ, cam) và rau xanh có thể giúp phòng ngừa bệnh xơ cứng teo cơ một bên.",Phòng ngừa bệnh Tế bào thần kinh vận động?,1,[' Chế độ ăn nào có thể giúp phòng ngừa bệnh xơ cứng teo cơ một bên?']
"Chẩn đoán bằng cách hỏi bệnh sử, khám thực thể và thực hiện các xét nghiệm cần thiết.
Xét nghiệm để xác định chẩn đoán:
Chụp cộng hưởng từ (MRI)
Điện cơ đồ (EMG)
Điện cơ có thể chỉ ra các thay đổi gián đoạn từng phần mạn tính của dây thần kinh, với hoạt động bất thường tự phát khi cơ ở trạng thái nghỉ và giảm số lượng các đơn vị hoạt động khi có vận động hữu ý. Ở bệnh nhân nghi ngờ teo cơ tủy hoặc xơ cứng cột bên teo cơ không nên chẩn đoán xác định khi không tìm thấy các thay đổi như trên ở ít nhất ba ngọn chi. 
Tốc độ dẫn truyền vận động thường là bình thường nhưng có thể giảm nhẹ, và dẫn truyền cảm giác cũng bình thường. 
Sinh thiết cơ bị giảm trương lực thấy có sự đứt đoạn của dây thần kinh trên kiểm tra mô học. 
Xét nghiệm máu: nồng độ creatinin kinase có thể tăng nhẹ nhưng không bao giờ tăng cao như ở một số bệnh loạn dưỡng cơ. 
Xét nghiệm dịch não tủy: bình thường.
",Các biện pháp chẩn đoán bệnh Tế bào thần kinh vận động?,1,"['Nhược điểm và chỉ định của điện cơ đồ?', 'Nồng độ creatinin kinase ở bệnh tế bào thần kinh vận động khác gì bệnh loạn dưỡng cơ?']"
"Các bệnh nằm trong rối loạn này chưa có biện pháp điều trị cụ thể. Phương pháp điều trị chủ yếu là hỗ trợ và phụ thuộc vào mức độ nghiêm trọng của các triệu chứng, ở giai đoạn cuối của bệnh mục đích của điều trị là giữ cho bệnh nhân ở mức dễ chịu nhất có thể.
Điều trị nội khoa:
Sử dụng thuốc theo chỉ định của bác sĩ
Điều trị triệu chứng và các điều trị hỗ trợ bao gồm:
Dùng các thuốc kháng cholinergic (như trihexyphenidyl, amitriptylin, hoặc atropin) nếu có chảy nước bọt
Dùng nẹp hoặc nạng giúp cho việc đi lại
Vật lý trị liệu để ngăn chặn sự co rút
Co cứng có thể giảm khi dùng baclofen hoặc diazepam
Chế độ ăn loãng hoặc dùng ống thông đặt qua mũi vào dạ dày là cần thiết nếu khó nuốt nặng nề. 
Điều trị ngoại khoa:
Phẫu thuật mở dạ dày hoặc cắt cơ sụn nhẫn gấp đôi khi phải thực hiện ở các trường hợp tổn thương hành tủy nặng
Phẫu thuật mở khí quản có thể là cần thiết nếu các cơ hô hấp bị tác động nặng.

",Các biện pháp điều trị bệnh Tế bào thần kinh vận động?,1,"['Khi nào thì phẫu thuật cho bệnh nhân bị bệnh Tế bào thần kinh vận động?', 'Yếu tố quyết định phương pháp điều trị bệnh Tế bào thần kinh vận động?']"
"Tắc ruột (tiếng Anh là bowel obstruction hoặc intestinal obstruction) là một thuật ngữ y khoa chỉ sự đình trệ của ống tiêu hoá khiến thức ăn bị tắc nghẽn tại đường ruột. Điều này dẫn đến các loại thức ăn, hơi hoặc các chất lỏng khác không thể đi qua ruột non hoặc ruột già.
Tắc ruột sơ sinh là hội chứng cấp cứu ngoại khoa phổ biến nhất ở trẻ sơ sinh do tắc ruột gây nên. Đường ống tiêu hoá của trẻ có thể có một vài dị tật do chưa phát triển đầy đủ những ngày đầu sau khi sinh. Nếu không được điều trị kịp thời, hội chứng tắc ruột sơ sinh sẽ dẫn tới những hậu quả rất nghiêm trọng, bệnh nhi có thể tử vong.",Tổng quan bệnh Tắc ruột sơ sinh?,1,"['Tắc ruột là gì?', 'Tắc ruột sơ sinh là gì?']"
"Nguyên nhân tắc ruột sơ sinh bao gồm:
Phì đại tràng bẩm sinh (bệnh Hirschsprung)
Liệt hồi tràng do phân su ( Meconium ileus)
Lồng ruột (intussusceptions)
Viêm ruột
Viêm túi thừa (tình trạng các túi nhỏ phồng lên ở đường tiêu hoá bị viêm nhiễm)
Xoắn đại tràng
Trong số các nguyên nhân kể trên, nguyên nhân chủ yếu trong đa số các trường hợp tắc ruột sơ sinh là lồng ruột. Lồng ruột là trạng thái bệnh lý khi một đoạn ruột chui lồng vào đoạn ruột tiếp theo khiến đường ruột bị bịt nút và thắt nghẹt. Lồng ruột tự phát là nguyên nhân gây tắc ruột thường gặp ở bệnh nhi dưới hai tuổi, đa số là kiểu lồng hồi - đại tràng.
Nguyên nhân dẫn đến lồng ruột đến nay vẫn chưa được biết rõ. Tuy nhiên, có một số giả thuyết cho rằng lồng ruột xảy ra là do kích thước ruột có sự mất cân đối, do quá sản tế bào lympho, do polip đại tràng, hoặc do viêm đường hô hấp trên hay bệnh viêm đường ruột do virus (adenovirus, enterovirus, cytomegalovirus, rotavirus).
",Nguyên nhân bệnh Tắc ruột sơ sinh?,1,"['Nguyên nhân hay gặp nhất trong Tắc ruột sơ sinh?', 'Lồng ruột là gì?', 'Nguyên nhân dẫn đến lồng ruột?']"
"Do nguyên nhân chính dẫn tới tắc ruột sơ sinh là do lồng ruột nên các triệu chứng nổi bật thường gặp ở tắc ruột sơ sinh thường liên quan mật thiết tới bệnh này, bao gồm:
Triệu chứng cơ năng:
Đau bụng: khởi phát một cách đột ngột, dữ dội và quặn theo từng cơn. Dấu hiệu nhận biết có thể thông qua việc bệnh nhi khóc thét đột ngột, kéo đầu gối vào ngực khi khóc, ưỡn người, xoắn vặn. Đau bụng có thể diễn ra từng cơn kéo dài 4-5 phút và cách nhau 10-20 phút. Khoảng thời gian giữa các cơn đau sẽ ngày càng ngắn đi khiến bệnh nhi yếu dần và lả người, nằm lịm đi, vã mồ hôi. Triệu chứng này thường gặp ở 75% số ca bệnh.
Nôn mửa: triệu chứng này bắt gặp trong 60% các trường hợp tắc ruột sơ sinh. Biểu hiện lúc đầu là nôn ra thức ăn do phản xạ. Về sau, khi tắc ruột tiến triển thì chất nôn kèm theo dịch có mật.
Phân trộn lẫn với chất nhầy và máu: đây là triệu chứng rất thường gặp. Có khoảng 2/3 bệnh nhi đi cầu phân nhầy máu nhìn bề ngoài giống như “thạch nho”. Khi bệnh nhi có dấu hiệu đại tiện ra máu là lồng ruột đã xảy ra được một khoảng thời gian, có thể là một đến hai ngày. Tuy nhiên, đi ngoài ra máu cũng có thể xuất hiện sớm trong khoảng 12 giờ, do lồng ruột quá chặt.
Cần lưu ý là đại tiện ra máu cũng xảy ra ở nhiều trường hợp khác và thường dễ lầm tưởng bệnh nhi bị bệnh lỵ nên nếu tự ý cho uống thuốc chữa lỵ sẽ làm bệnh không những không khỏi mà còn nặng hơn. Do đó nên đến các cơ sở y tế để có sự tư vấn từ bác sĩ, tránh các trường hợp đáng tiếc có thể xảy ra.
Triệu chứng thực thể:
Sờ thấy khối lồng: khối lồng thường có dạng hình khúc dồi, thay đổi theo vị trí và diễn tiến của lồng ruột, có thể sờ thấy trong 70-85% các trường hợp. Khi lên cơn đau, khối lồng có thể tăng kích cỡ và mật độ chắc hơn. Đa số các trường hợp nằm dọc góc trên bên phải vùng bụng hay ở thượng vị. Phần bụng còn lại thường sẽ bị trướng, mềm và không đau. Nếu sờ vào 1/4 bụng dưới sẽ thấy trống, không nắn thấy ruột.
Thăm trực tràng bằng ngón tay: thường có chất nhầy và máu kèm theo găng. Nếu khối lồng sa xuống trực tràng, việc thăm trực tràng có thể sờ thấy khối lồng.
Không phải tất cả các triệu chứng trên đều xuất hiện ở bệnh nhi tắc ruột sơ sinh.Một số trẻ có dấu hiệu đau không rõ ràng hoặc không tiêu phân máu. Nếu phát hiện trễ sau 24-48 giờ thì trẻ thường rất yếu và bệnh rất dễ nhầm với viêm màng não. Vì vậy các chuyên gia khuyến cáo nên đưa trẻ đến các cơ sở y tế để kiểm tra khi có dấu hiệu nghi ngờ tắc ruột sơ sinh.
",Triệu chứng bệnh Tắc ruột sơ sinh?,1,"['Triệu chứng đau bụng ở bệnh nhân tắc ruột sơ sinh?', 'Dấu hiệu đi phân nhầy máu ở trẻ có thể do những bệnh gì?', 'Sờ thấy khối chắc ở bụng trẻ khi đau sợ bị bệnh gì?']"
"Tắc ruột sơ sinh thường xảy ra ở trẻ sơ sinh từ 3-12 tháng tuổi.
Tỷ lệ mắc bệnh ở các bé nam cao hơn nữ từ 2-4 lần.
Đa số gặp ở trẻ béo tốt, bụ bẫm, ít xảy ra ở trẻ bị suy dinh dưỡng.
Trẻ sinh non cũng có nguy cơ tắc ruột cao do hệ tiêu hoá chưa phát triển toàn diện.
",Tắc ruột sơ sinh thường xảy ra ở tuổi nào?,1,"['Các yếu tố nguy cơ của tắc ruột sơ sinh?', 'Tại sao trẻ sinh non cũng có nguy cơ tắc ruột cao?']"
"Tắc ruột sơ sinh có thể được hạn chế bằng một số cách sau:
Trước khi sinh:
Người mẹ cần tiêm phòng đầy đủ trước khi có ý định mang thai.
Trong quá trình mang thai cần nghỉ ngơi và vận động hợp lý, ăn uống đầy đủ dưỡng chất, tránh tiếp xúc với môi trường độc hại.
Sau khi sinh:
Trường hợp trẻ sinh non thì bố mẹ cần chú ý chăm sóc hệ tiêu hoá của trẻ.
Điều chỉnh chế độ ăn uống cho trẻ để ngăn chặn tình trạng tắc ruột, tránh chất béo và các thực phẩm khó tiêu hoá.
",Phòng ngừa bệnh Tắc ruột sơ sinh?,1,['Lưu ý khi ăn uống cho trẻ như thế nào để phòng tắc ruột sơ sinh?']
"Vòi trứng (hay còn gọi là ống dẫn trứng, vòi tử cung) là một thành phần của hệ sinh dục nữ giới, nằm bên trong cơ thể. Nó là một ống dẫn nhỏ nối buồng trứng và buồng tử cung, cho phép trứng di chuyển từ buồng trứng đến buồng tử cung để làm tổ.
Tắc vòi trứng là một trong những nguyên nhân chủ yếu gây vô sinh ở nữ giới. Ngoài ra trứng đã thụ tinh không thể di chuyển đến buồng tử cung, gây ra chửa ngoài tử cung, có thể ảnh hưởng nguy hiểm đến tính mạng nếu không được phát hiện kịp thời.",Tổng quan bệnh Tắc vòi trứng?,1,"['Tắc vòi trứng gây hậu quả gì?', 'Vòi trứng là gì?']"
"Có nhiều nguyên nhân gây ra tắc vòi trứng:
Đa số là do các tác nhân lây truyền qua đường tình dục: Chlamydia và lậu là thường gặp nhất. Chúng có thể gây viêm nhiễm vùng tiểu khung, gây ra sẹo làm hẹp tắc ống dẫn trứng
Lạc nội mạc tử cung: mô nôị mạc tử cung có thể xuất hiện trong vòi trứng làm tắc nghẽn chúng
Tiền sử chửa ngoài tử cung: nếu chửa ngoài tử cung được điều trị bảo tồn (không thắt vòi trứng) thì cũng có thể gây sẹo hẹp làm tắc vòi trứng về sau này
U xơ tử cung: những u xơ tử cung to có thể chèn vào vòi trứng gây ra sự tắc nghẽn
Tiền sử phẫu thuật ổ bụng-tiểu khung: những phẫu thuật vùng này có thể gây ra sự xơ dính làm tắc ống dẫn trứng (phẫu thuật viêm ruột thừa, viêm phúc mạc..)
",Nguyên nhân bệnh Tắc vòi trứng?,1,"['Tắc vòi trứng có thể bị lây truyền không?', 'Tắc vòi trứng là hậu quả của các bệnh nào?']"
"Tắc vòi trứng hầu như khó có thể nhận biết sớm. Vậy tắc vòi trứng có biểu hiện gì? Dưới đây là những biểu hiện điển hình khi bị tắc vòi trứng:
Vô sinh: Tắc vòi trứng thường không gây ra biểu hiện gì. Nhiều phụ nữ chỉ biết mình bị bệnh khi đi khám vì không thể thụ thai.
Đau bụng: một số trường hợp tắc vòi trứng có thể gây đau ở một bên bụng do ứ nước vòi trứng làm căng giãn chúng và gây đau
Đau bụng có thể liên tục hoặc theo chu kì kinh nguyệt như trong lạc nội mạc tử cung
Các triệu chứng khác: đau khi quan hệ tình dục, mệt mỏi, rối loạn tiêu hóa,...
",Triệu chứng bệnh Tắc vòi trứng?,1,['Tại sao  tắc vòi trứng gây đau bụng?']
"Nguy cơ lớn nhất của bệnh là có nhiều bạn tình và quan hệ tình dục không an toàn. Điều đó dẫn tới dễ lây nhiễm các tác nhân gây bệnh qua đường tình dục, gây viêm nhiễm tiểu khung trong đó có vòi trứng.
Can thiệp thủ thuật vùng tiểu khung: nạo phá thai không an toàn, ở cơ sở không đảm bảo về chất lượng
Vệ sinh cơ quan sinh dục kém
Tiền sử phẫu thuật ổ bụng như đã nói ở trên",Nguy cơ lớn nhất của bệnh Tắc vòi trứng?,1,['Nạo phá thai không an toàn có thể gây tắc vòi trứng?']
"Thực hiện các biện pháp an toàn khi quan hệ tình dục: tốt nhất là đeo bao cao su khi quan hệ
Lối sống chung thủy một vợ một chồng
Vệ sinh sạch sẽ cơ quan sinh dục hàng ngày, đặc biệt sau khi quan hệ, trong chu kì kinh nguyệt
Đi khám và điều trị triệt để khi có dấu hiệu viêm nhiễm bộ phận sinh dục
",Phòng ngừa bệnh Tắc vòi trứng?,1,['Thói quen hàng ngày nên có để tránh bệnh Tắc vòi trứng?']
"Tim bẩm sinh được xếp vào nhóm bệnh lí tim cấu trúc. Có thể gặp nhiều bất thường, khiếm khuyết trong tim bẩm sinh: thông thương giữa các buồng tim và/hoặc các mạch máu lớn, các tổn thương tắc nghẽn, tổn thương do hở van, sự pha trộn máu…Tim bẩm sinh vẫn là một mảng khó của tim mạch vì chúng ít gặp hơn so với các bệnh tim khác, phẫu thuật sửa chữa cũng khá công phu và đòi hỏi nhiều kĩ thuật. Các bệnh lí tim bẩm sinh có thể được phân loại dựa trên biểu hiện tím và mức độ tưới máu phổi. Trong đó các bệnh hay gặp nhất là: thông liên nhĩ, thông liên thất, còn ống động mạch.",Tổng quan bệnh Tim bẩm sinh?,1,"['Tim bẩm sinh là bệnh gì?', 'Các bệnh tim bẩm sinh hay gặp nhất?']"
"Nguyên nhân tim bẩm sinh đa phần là chưa được hiểu rõ. Người ta nhận thấy có sự đóng góp của yếu tố gen và môi trường. Các nguyên nhân có thể gây ra tim bẩm sinh:
Mẹ nhiễm cúm, Rubella trong khi mang thai
Người mẹ lạm dụng rượu và thuốc lá
Các bất thường nhiễm sắc thể: ba nhiễm sắc thể 18, ba nhiễm sắc thể 21…
Một số thuốc được chứng minh có thể gây quái thai: thalidomide, lithium, hydantoin,..
",Nguyên nhân bệnh Tim bẩm sinh?,1,"['Các thuốc dễ gây quái thai, tim bẩm sinh?']"
"Triệu chứng tim bẩm sinh rất đa dạng và phong phú, từ không có triệu chứng cho đến những triệu chứng nặng nề, nguy hiểm tới tính mạng đều có thể gặp.
Tim bẩm sinh trẻ em có thể gồm những triệu chứng không đặc hiệu:
Không tăng cân, chậm phát triển thể chất
Khó thở, đặc biệt khó thở khi gắng sức
Ở trẻ sơ sinh có thể thấy trẻ tím môi khi khóc, khóc không ra hơi
Dễ bị viêm phổi và viêm phổi tái phát
Tim bẩm sinh ở người lớn có thể không có biểu hiện gì, chỉ phát hiện khi tình cờ đi khám, cũng có thể người bệnh đến khám vì triệu chứng của suy tim: khó thở, phù chân, gan to, tĩnh mạch cổ nổi..Hoặc hội chứng Eissenmenger: tím da niêm mạc, ngón tay dùi trống..Khi có hội chứng này, các can thiệp thường không còn chỉ định, tỉ lệ sống còn thấp.
Biến chứng tim bẩm sinh khá đa dạng: viêm nội tâm mạc nhiễm khuẩn, rối loạn nhịp tim, tắc mạch nghịch thường…",Triệu chứng bệnh Tim bẩm sinh?,1,"['Hội chứng Eissenmenger có thể sống không?', 'Biến chứng tim bẩm sinh?']"
"Mẹ bị nhiễm virus khi mang thai
Mẹ sinh con khi tuổi cao
Mẹ bị đái tháo đường
Bố mẹ bị bệnh lí tim bẩm sinh
Mẹ mắc bệnh hệ thống: Lupus ban đỏ hệ thống",Nguy cơ khiến trẻ dễ mắc Tim bẩm sinh?,1,['Mẹ sinh con khi tuổi cao có thể khiến trẻ dễ mắc tim bẩm sinh không?']
