question1,question2,label
"Khi bị gãy xương điều trị bó bột thì có nên tháo bột sớm không ?","Thời gian bó bột trong gãy xương là bao lâu ?",1
"Khi bị gãy xương điều trị bó bột thì có nên tháo bột sớm không ?","Thời gian bó bột trong chấn thương phần mềm hoặc sau nắn trật khớp là bao nhiêu ?",1
"Thời gian bó bột trong gãy xương là bao lâu ?","Thời gian bó bột trong chấn thương phần mềm hoặc sau nắn trật khớp là bao nhiêu ?",1
"Người bệnh cần lưu ý gì trước ngày phẫu thuật?","Trước ngày phẫu thuật người bệnh có cần tham khảo ý kiến của nhân viên y tế không ?",1
"Người bệnh cần lưu ý gì trước ngày phẫu thuật?","Trước khi phẫu thuật cần làm thêm xét nghiệm gì ?",1
"Trước ngày phẫu thuật người bệnh có cần tham khảo ý kiến của nhân viên y tế không ?","Trước khi phẫu thuật cần làm thêm xét nghiệm gì ?",1
"Những việc người bệnh không nên làm trước khi phẫu thuật là gì ạ?","Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?",1
"Những việc người bệnh không nên làm trước khi phẫu thuật là gì ạ?","Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?",1
"Những việc người bệnh không nên làm trước khi phẫu thuật là gì ạ?","Người bệnh có được uống rượu bia, cafe trước khi phẫu thuật không ?",1
"Những việc người bệnh không nên làm trước khi phẫu thuật là gì ạ?","Sử dụng chất kích thích trước khi phẫu thuật có ảnh hưởng gì ?",1
"Những việc người bệnh không nên làm trước khi phẫu thuật là gì ạ?","Những vật dụng gì không nên mang khi làm phẫu thuật ?",1
"Những việc người bệnh không nên làm trước khi phẫu thuật là gì ạ?","Nếu muốn hoãn mổ người bệnh nên chuẩn bị những gì ?",1
"Những việc người bệnh không nên làm trước khi phẫu thuật là gì ạ?","Có nên cạo lông vùng phẫu thuật trước khi phẫu thuật không ?",1
"Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?","Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?",1
"Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?","Người bệnh có được uống rượu bia, cafe trước khi phẫu thuật không ?",1
"Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?","Sử dụng chất kích thích trước khi phẫu thuật có ảnh hưởng gì ?",1
"Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?","Những vật dụng gì không nên mang khi làm phẫu thuật ?",1
"Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?","Nếu muốn hoãn mổ người bệnh nên chuẩn bị những gì ?",1
"Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?","Có nên cạo lông vùng phẫu thuật trước khi phẫu thuật không ?",1
"Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?","Người bệnh có được uống rượu bia, cafe trước khi phẫu thuật không ?",1
"Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?","Sử dụng chất kích thích trước khi phẫu thuật có ảnh hưởng gì ?",1
"Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?","Những vật dụng gì không nên mang khi làm phẫu thuật ?",1
"Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?","Nếu muốn hoãn mổ người bệnh nên chuẩn bị những gì ?",1
"Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?","Có nên cạo lông vùng phẫu thuật trước khi phẫu thuật không ?",1
"Người bệnh có được uống rượu bia, cafe trước khi phẫu thuật không ?","Sử dụng chất kích thích trước khi phẫu thuật có ảnh hưởng gì ?",1
"Người bệnh có được uống rượu bia, cafe trước khi phẫu thuật không ?","Những vật dụng gì không nên mang khi làm phẫu thuật ?",1
"Người bệnh có được uống rượu bia, cafe trước khi phẫu thuật không ?","Nếu muốn hoãn mổ người bệnh nên chuẩn bị những gì ?",1
"Người bệnh có được uống rượu bia, cafe trước khi phẫu thuật không ?","Có nên cạo lông vùng phẫu thuật trước khi phẫu thuật không ?",1
"Sử dụng chất kích thích trước khi phẫu thuật có ảnh hưởng gì ?","Những vật dụng gì không nên mang khi làm phẫu thuật ?",1
"Sử dụng chất kích thích trước khi phẫu thuật có ảnh hưởng gì ?","Nếu muốn hoãn mổ người bệnh nên chuẩn bị những gì ?",1
"Sử dụng chất kích thích trước khi phẫu thuật có ảnh hưởng gì ?","Có nên cạo lông vùng phẫu thuật trước khi phẫu thuật không ?",1
"Những vật dụng gì không nên mang khi làm phẫu thuật ?","Nếu muốn hoãn mổ người bệnh nên chuẩn bị những gì ?",1
"Những vật dụng gì không nên mang khi làm phẫu thuật ?","Có nên cạo lông vùng phẫu thuật trước khi phẫu thuật không ?",1
"Nếu muốn hoãn mổ người bệnh nên chuẩn bị những gì ?","Có nên cạo lông vùng phẫu thuật trước khi phẫu thuật không ?",1
"Tôi muốn hỏi trước khi phẫu thuật người bệnh nên làm những việc gì?","Nên ăn uống như thế nào trước khi làm phẫu thuật ?",1
"Tôi muốn hỏi trước khi phẫu thuật người bệnh nên làm những việc gì?","Những vấn đề hành chính gì cần làm trước khi làm phẫu thuật ?",1
"Tôi muốn hỏi trước khi phẫu thuật người bệnh nên làm những việc gì?","Cần chú ý điều gì trước khi phẫu thuật đói với trẻ em ?",1
"Tôi muốn hỏi trước khi phẫu thuật người bệnh nên làm những việc gì?","Có nên đi cùng người thân trước khi phẫu thuật không ?",1
"Nên ăn uống như thế nào trước khi làm phẫu thuật ?","Những vấn đề hành chính gì cần làm trước khi làm phẫu thuật ?",1
"Nên ăn uống như thế nào trước khi làm phẫu thuật ?","Cần chú ý điều gì trước khi phẫu thuật đói với trẻ em ?",1
"Nên ăn uống như thế nào trước khi làm phẫu thuật ?","Có nên đi cùng người thân trước khi phẫu thuật không ?",1
"Những vấn đề hành chính gì cần làm trước khi làm phẫu thuật ?","Cần chú ý điều gì trước khi phẫu thuật đói với trẻ em ?",1
"Những vấn đề hành chính gì cần làm trước khi làm phẫu thuật ?","Có nên đi cùng người thân trước khi phẫu thuật không ?",1
"Cần chú ý điều gì trước khi phẫu thuật đói với trẻ em ?","Có nên đi cùng người thân trước khi phẫu thuật không ?",1
"Viêm đại tràng mãn tính nguyên nhân do đâu ạ?","Viêm đại tràng mạn tính được chia làm mấy nhóm nguyên nhân ?",1
"Viêm đại tràng mãn tính nguyên nhân do đâu ạ?","Những ký sinh trùng nào hay gây bệnh viêm đại tràng mạn tính ?",1
"Viêm đại tràng mãn tính nguyên nhân do đâu ạ?","Những vi khuẩn nào hay gây bệnh viêm đại tràng mạn tính ?",1
"Viêm đại tràng mãn tính nguyên nhân do đâu ạ?","Chế độ ăn uống như thế nào  dễ gây bệnh viêm đại tràng mạn tính ?",1
"Viêm đại tràng mạn tính được chia làm mấy nhóm nguyên nhân ?","Những ký sinh trùng nào hay gây bệnh viêm đại tràng mạn tính ?",1
"Viêm đại tràng mạn tính được chia làm mấy nhóm nguyên nhân ?","Những vi khuẩn nào hay gây bệnh viêm đại tràng mạn tính ?",1
"Viêm đại tràng mạn tính được chia làm mấy nhóm nguyên nhân ?","Chế độ ăn uống như thế nào  dễ gây bệnh viêm đại tràng mạn tính ?",1
"Những ký sinh trùng nào hay gây bệnh viêm đại tràng mạn tính ?","Những vi khuẩn nào hay gây bệnh viêm đại tràng mạn tính ?",1
"Những ký sinh trùng nào hay gây bệnh viêm đại tràng mạn tính ?","Chế độ ăn uống như thế nào  dễ gây bệnh viêm đại tràng mạn tính ?",1
"Những vi khuẩn nào hay gây bệnh viêm đại tràng mạn tính ?","Chế độ ăn uống như thế nào  dễ gây bệnh viêm đại tràng mạn tính ?",1
"Thưa bác sĩ, triệu chứng của bệnh hẹp van hai lá là gì ạ?","Bệnh hẹp van hai là có gây khó thở không ?",1
"Thưa bác sĩ, triệu chứng của bệnh hẹp van hai lá là gì ạ?","Biến chứng của bệnh hẹp van hai lấ là gì ?",1
"Thưa bác sĩ, triệu chứng của bệnh hẹp van hai lá là gì ạ?","Bệnh hẹp van hai lá gây ra các biểu hiện gì tại tim ?",1
"Thưa bác sĩ, triệu chứng của bệnh hẹp van hai lá là gì ạ?","Bệnh hẹp van hai lá có gây suy tim không ?",1
"Bệnh hẹp van hai là có gây khó thở không ?","Biến chứng của bệnh hẹp van hai lấ là gì ?",1
"Bệnh hẹp van hai là có gây khó thở không ?","Bệnh hẹp van hai lá gây ra các biểu hiện gì tại tim ?",1
"Bệnh hẹp van hai là có gây khó thở không ?","Bệnh hẹp van hai lá có gây suy tim không ?",1
"Biến chứng của bệnh hẹp van hai lấ là gì ?","Bệnh hẹp van hai lá gây ra các biểu hiện gì tại tim ?",1
"Biến chứng của bệnh hẹp van hai lấ là gì ?","Bệnh hẹp van hai lá có gây suy tim không ?",1
"Bệnh hẹp van hai lá gây ra các biểu hiện gì tại tim ?","Bệnh hẹp van hai lá có gây suy tim không ?",1
"Thưa bác sĩ, bệnh hẹp van hai lá sẽ tiến triển ra sao ạ?","Bệnh hẹp van hai lá diễn biến như thế nào ?",1
"Thưa bác sĩ, bệnh hẹp van hai lá sẽ tiến triển ra sao ạ?","Tỷ lệ tử vong của bệnh Hẹp van hai lá nếu không điều trị là bao nhiêu ?",1
"Bệnh hẹp van hai lá diễn biến như thế nào ?","Tỷ lệ tử vong của bệnh Hẹp van hai lá nếu không điều trị là bao nhiêu ?",1
"Thưa bác sĩ, nguyên nhân của bệnh hẹp van hai lá là gì ạ?","Nguyên nhân gây ra bệnh hẹp van hai lá là gì ?",1
"Thưa bác sĩ, nguyên nhân của bệnh hẹp van hai lá là gì ạ?","Cấc bệnh hệ thống có gây ra hẹp van hai lá không ?",1
"Thưa bác sĩ, nguyên nhân của bệnh hẹp van hai lá là gì ạ?","Nguyên nhân nào hay gặp nhất trong bệnh hẹp van hai lá ?",1
"Nguyên nhân gây ra bệnh hẹp van hai lá là gì ?","Cấc bệnh hệ thống có gây ra hẹp van hai lá không ?",1
"Nguyên nhân gây ra bệnh hẹp van hai lá là gì ?","Nguyên nhân nào hay gặp nhất trong bệnh hẹp van hai lá ?",1
"Cấc bệnh hệ thống có gây ra hẹp van hai lá không ?","Nguyên nhân nào hay gặp nhất trong bệnh hẹp van hai lá ?",1
"Có các phương pháp điều trị u sọ hầu như thế nào?","Điều trị u sọ hầu như thế nào ?",1
"Có các phương pháp điều trị u sọ hầu như thế nào?","Phẫu thuật điều trị u sọ hầu tiến hành như thế nào ?",1
"Có các phương pháp điều trị u sọ hầu như thế nào?","Phẫu thuật u sọ hầu có lấy được hết khối u không ?",1
"Điều trị u sọ hầu như thế nào ?","Phẫu thuật điều trị u sọ hầu tiến hành như thế nào ?",1
"Điều trị u sọ hầu như thế nào ?","Phẫu thuật u sọ hầu có lấy được hết khối u không ?",1
"Phẫu thuật điều trị u sọ hầu tiến hành như thế nào ?","Phẫu thuật u sọ hầu có lấy được hết khối u không ?",1
"Xin hỏi triệu chứng của bệnh u sọ hầu là gì ạ?","Biểu hiện bệnh U sọ hầu phụ thuộc những yếu tố gì ?",1
"Xin hỏi triệu chứng của bệnh u sọ hầu là gì ạ?","Nguyên nhân gây nên các triệu chứng u sọ hầu là gì ?",1
"Xin hỏi triệu chứng của bệnh u sọ hầu là gì ạ?","Bệnh u sọ hầu có liên quan đến các vấn đề về nội tiết không ?",1
"Xin hỏi triệu chứng của bệnh u sọ hầu là gì ạ?","các biến chứng của bệnh u sọ hầu là gì ?",1
"Biểu hiện bệnh U sọ hầu phụ thuộc những yếu tố gì ?","Nguyên nhân gây nên các triệu chứng u sọ hầu là gì ?",1
"Biểu hiện bệnh U sọ hầu phụ thuộc những yếu tố gì ?","Bệnh u sọ hầu có liên quan đến các vấn đề về nội tiết không ?",1
"Biểu hiện bệnh U sọ hầu phụ thuộc những yếu tố gì ?","các biến chứng của bệnh u sọ hầu là gì ?",1
"Nguyên nhân gây nên các triệu chứng u sọ hầu là gì ?","Bệnh u sọ hầu có liên quan đến các vấn đề về nội tiết không ?",1
"Nguyên nhân gây nên các triệu chứng u sọ hầu là gì ?","các biến chứng của bệnh u sọ hầu là gì ?",1
"Bệnh u sọ hầu có liên quan đến các vấn đề về nội tiết không ?","các biến chứng của bệnh u sọ hầu là gì ?",1
"Những điều cần tránh sau thay van tim là gì?","Sau thay van tim nên vận động như thế nào ?",1
"Những điều cần tránh sau thay van tim là gì?","Sau khoảng thời gian bao lâu sau thay van tim thì có thể sinh hoạt bình thường trở lại ?",1
"Những điều cần tránh sau thay van tim là gì?","Sau thay van tim có nên vận động nặng ko ?",1
"Sau thay van tim nên vận động như thế nào ?","Sau khoảng thời gian bao lâu sau thay van tim thì có thể sinh hoạt bình thường trở lại ?",1
"Sau thay van tim nên vận động như thế nào ?","Sau thay van tim có nên vận động nặng ko ?",1
"Sau khoảng thời gian bao lâu sau thay van tim thì có thể sinh hoạt bình thường trở lại ?","Sau thay van tim có nên vận động nặng ko ?",1
"Thưa bác sĩ, mục tiêu của phẫu thuật động kinh là gì và có những tiêu chuẩn nào cho một cuộc phẫu thuật động kinh?","Phẫu thuật động kinh gồm có mấy tiêu chuẩn ?",1
"Thưa bác sĩ, mục tiêu của phẫu thuật động kinh là gì và có những tiêu chuẩn nào cho một cuộc phẫu thuật động kinh?","Mục tiêu của phẫu thuật động kinh là gì ?",1
"Phẫu thuật động kinh gồm có mấy tiêu chuẩn ?","Mục tiêu của phẫu thuật động kinh là gì ?",1
"Thưa bác sĩ, tại Bệnh viện Việt Đức đã triển khai phẫu thuật động kinh như thế nào ạ?","Bệnh động kinh có điều trị được không ?",1
"Thưa bác sĩ, tại Bệnh viện Việt Đức đã triển khai phẫu thuật động kinh như thế nào ạ?","Bệnh động kinh có thể phẫu thuật được không ?",1
"Thưa bác sĩ, tại Bệnh viện Việt Đức đã triển khai phẫu thuật động kinh như thế nào ạ?","Phẫu thuật bệnh động kinh tại bệnh viện hữu nghị Việt Đức được tiến hành như thế nào ?",1
"Bệnh động kinh có điều trị được không ?","Bệnh động kinh có thể phẫu thuật được không ?",1
"Bệnh động kinh có điều trị được không ?","Phẫu thuật bệnh động kinh tại bệnh viện hữu nghị Việt Đức được tiến hành như thế nào ?",1
"Bệnh động kinh có thể phẫu thuật được không ?","Phẫu thuật bệnh động kinh tại bệnh viện hữu nghị Việt Đức được tiến hành như thế nào ?",1
"Thưa bác sĩ, có những biện pháp nào điều trị bệnh lý động kinh?","Bệnh lý Động kinh được điều trị như thế nào ?",1
"Ung thư túi mật có biểu hiện như thế nào ạ?","triệu chứng giai đoạn sớm của bệnh Ung thư túi mật là gì ?",1
"Ung thư túi mật có biểu hiện như thế nào ạ?","Triệu chứng giai đoạn muộn của bệnh ung thư túi mật là gì ?",1
"Ung thư túi mật có biểu hiện như thế nào ạ?","Bệnh Ung thư túi mật có thể chẩn đoán sớm được không ?",1
"triệu chứng giai đoạn sớm của bệnh Ung thư túi mật là gì ?","Triệu chứng giai đoạn muộn của bệnh ung thư túi mật là gì ?",1
"triệu chứng giai đoạn sớm của bệnh Ung thư túi mật là gì ?","Bệnh Ung thư túi mật có thể chẩn đoán sớm được không ?",1
"Triệu chứng giai đoạn muộn của bệnh ung thư túi mật là gì ?","Bệnh Ung thư túi mật có thể chẩn đoán sớm được không ?",1
"Bệnh nhân bị u não có thể sống được bao lâu ạ?","Tuổi thọ  bệnh nhân bị ảnh hưởng như thế nào sau khi điều trị u não ?",1
"Bệnh nhân bị u não có thể sống được bao lâu ạ?","Sau điều trị u não, bệnh có thể tái phát lại được không ?",1
